Name,Country,Year
John Monckton,Australia,
Gretchen Fraser,United States of America,1948 Winter Olympics
Victoria Svensson,Sweden,2008 Summer Olympics
Linda Mackenzie,Australia,2008 Summer Olympics
Damon Diletti,Australia,
Phillip Dutton,Australia,1996 Summer Olympics
Jacqueline Brooks,Canada,2008 Summer Olympics
Brenda Villa,United States of America,2008 Summer Olympics
Jessica Enström,Sweden,2008 Summer Olympics
Alfred Neuland,Estonia,1920 Summer Olympics
Mubarak Kivumbi,Uganda,2008 Summer Olympics
Taraje Williams-Murray,United States of America,2008 Summer Olympics
Max Ippen,,1948 Winter Olympics
Janine Hanson,Canada,2008 Summer Olympics
Christophe Perrillat,France,2002 Winter Olympics
Roman Handschin,Switzerland,2006 Winter Olympics
Lars Flora,United States of America,2006 Winter Olympics
Nicole Branagh,United States of America,2004 Summer Olympics
Sven Höglund,,1932 Summer Olympics
Marie Marchand-Arvier,France,2006 Winter Olympics
Alain Bondue,,1980 Summer Olympics
Marco Pantani,Italy,2000 Summer Olympics
Erik Friborg,,1912 Summer Olympics
Apolo Anton Ohno,United States of America,2002 Winter Olympics
Marco Büchel,Liechtenstein,2006 Winter Olympics
Matthew Stephens,,1992 Summer Olympics
Olexander Bilanenko,Ukraine,2002 Winter Olympics
Olga Zaitseva,Russia,2002 Winter Olympics
Brian Joubert,France,2006 Winter Olympics
Francois Olivier Roberge,Canada,2006 Winter Olympics
Ernst Nievergelt,,1936 Summer Olympics
Márcio May,,2004 Summer Olympics
Peter van Petegem,Belgium,2000 Summer Olympics
Ko Willems,,1924 Summer Olympics
Ilmars Bricis,Latvia,1992 Winter Olympics
Lee Kyu-Hyuk,South Korea,2006 Winter Olympics
Teddy Billington,United States of America,1904 Summer Olympics
Olaf Ludwig,Germany,1988 Summer Olympics
Cath Swinnerton,,1984 Summer Olympics
Sarah Ulmer,,2004 Summer Olympics
Sergio Bianchetto,,1964 Summer Olympics
Godtfred Olsen,,1912 Summer Olympics
Christoph Sauser,,2004 Summer Olympics
Alexei Markov,,2000 Summer Olympics
Dunc Gray,,1928 Summer Olympics
Pierre Lueders,Canada,2002 Winter Olympics
Milan Jagnesak,Slovakia,2006 Winter Olympics
Pietro Piller Cottrer,Italy,2002 Winter Olympics
Jennie Finch,United States of America,2004 Summer Olympics
Xaver Kurmann,,1968 Summer Olympics
Martin Bajcicák,Slovakia,2006 Winter Olympics
Mika Poutala,Finland,2006 Winter Olympics
Guido Fulst,Germany,2004 Summer Olympics
Bill Schuffenhauer,United States of America,2006 Winter Olympics
Sebastian Sørensen,Denmark,2010 Winter Olympics
Laurent Jalabert,France,2000 Summer Olympics
Ján Svorada,,2000 Summer Olympics
Alison Sydor,Canada,2004 Summer Olympics
Anette Norberg,Sweden,2010 Winter Olympics
Clyde Sefton,,1972 Summer Olympics
Anni Friesinger,Germany,2006 Winter Olympics
Olegs Maluhins,Latvia,1998 Winter Olympics
Max Götze,Germany,1908 Summer Olympics
Hovhannes Sargsyan,Armenia,2006 Winter Olympics
Tanja Poutiainen,Finland,2006 Winter Olympics
Erik Schlopy,United States of America,1994 Winter Olympics
Dave Saunders,United States of America,1988 Summer Olympics
Kate Markgraf,United States of America,2004 Summer Olympics
Jeff Stork,United States of America,1988 Summer Olympics
Ron Delany,Ireland,1956 Summer Olympics
Jonny Moseley,United States of America,2002 Winter Olympics
Lasse Moelgaard,Denmark,2010 Winter Olympics
Ivan Stevic,,2004 Summer Olympics
Elena Gorohova,Moldova,2002 Winter Olympics
Patrick Staudacher,Italy,2002 Winter Olympics
Daniele Nardello,Italy,2004 Summer Olympics
Susanna Pöykiö,Finland,2006 Winter Olympics
Elena Khrustaleva,Kazakhstan,2002 Winter Olympics
Markus Larsson,Sweden,2006 Winter Olympics
Ewelina Staszulonek,Poland,2006 Winter Olympics
Shiva Keshavan,India,2002 Winter Olympics
Marlon Perez Arango,,2004 Summer Olympics
Walter Martin,United States of America,1912 Summer Olympics
Andreja Mali,Slovenia,2002 Winter Olympics
Russell Mockridge,,1948 Summer Olympics
Doris Günther,Austria,2006 Winter Olympics
Frankie Andreu,,1996 Summer Olympics
Gary Neiwand,,2000 Summer Olympics
José Antonio Hermida,Spain,2000 Summer Olympics
Vassili Rotchev,Russia,2006 Winter Olympics
Thijs Al,Netherlands,2004 Summer Olympics
Alessandro Pittin,Italy,2006 Winter Olympics
Aleksey Morozov,Russia,1998 Winter Olympics
Armands Berzinš,Latvia,2006 Winter Olympics
Jakub Janda,Czech Republic,2006 Winter Olympics
Bruno Loscos,France,1998 Winter Olympics
Daito Takahashi,Japan,2006 Winter Olympics
Todd Lodwick,United States of America,1998 Winter Olympics
Rastislav Pavlikovský,Slovakia,2002 Winter Olympics
Stian Eckhoff,Norway,2006 Winter Olympics
Ivo Danilevic,Czech Republic,2002 Winter Olympics
Yonghua Jiang,,2004 Summer Olympics
Jürgen Colombo,,1972 Summer Olympics
Peter Luttenberger,Austria,1992 Summer Olympics
Louise Corcoran,New Zealand,2006 Winter Olympics
Achille Souchard,,1920 Summer Olympics
Peter Gröning,German Democratic Republic,1960 Summer Olympics
Imre Tagscherer,Hungary,2002 Winter Olympics
Marit Bjørgen,Norway,2006 Winter Olympics
Hermann Martens,Germany,1908 Summer Olympics
Giuseppe Olmo,,1932 Summer Olympics
Lanny Barnes,United States of America,2006 Winter Olympics
Mannie Heymans,,2000 Summer Olympics
Robert Slippens,Netherlands,2004 Summer Olympics
Martins Dukurs,Latvia,2006 Winter Olympics
Sergiy Matveyev,,2000 Summer Olympics
Martina Halinárová,Slovakia,1994 Winter Olympics
John Nicholson,,1972 Summer Olympics
Markku Uusipaavalniemi,Finland,2006 Winter Olympics
Ciarán Power,,2004 Summer Olympics
Francesco Casagrande,,1996 Summer Olympics
María Luisa Calle,,2000 Summer Olympics
Ernest Johnson,England,1936 Summer Olympics
Jessica Gillarduzzi,Italy,2006 Winter Olympics
Zhang Hao,China,2006 Winter Olympics
Zou Kai,China,2008 Summer Olympics
Kirsty Coventry,Zimbabwe,2008 Summer Olympics
Jeannette Altwegg,United Kingdom,1948 Winter Olympics
Oli Rahman,Ghana,1992 Summer Olympics
Mahmoud Guendouz,Algeria,1980 Summer Olympics
Virginia Ruano Pascual,Spain,2004 Summer Olympics
Tatyana Lebedeva,Russia,2000 Summer Olympics
Katharine Merry,United Kingdom,2000 Summer Olympics
Mia Hamm,United States of America,1996 Summer Olympics
Sara Aerts,Belgium,2012 Summer Olympics
Tina Konyot,United States of America,2012 Summer Olympics
Sudket Prapakamol,Thailand,2012 Summer Olympics
Crox Acuña,Venezuela,2012 Summer Olympics
,Venezuela,2012 Summer Olympics
Paola Muñoz,Chile,2012 Summer Olympics
Ilia Shtokalov,Russia,2012 Summer Olympics
Gunn-Rita Dahle Flesjå,Norway,2012 Summer Olympics
Vladislava Ovcharenko,Tajikistan,2012 Summer Olympics
Artur Davtyan,Armenia,2012 Summer Olympics
Felismina Cavela,Angola,2012 Summer Olympics
Jenning Huizenga,Netherlands,2012 Summer Olympics
Casey Eichfeld,United States of America,2012 Summer Olympics
Mariaesthela Vilera,Venezuela,2012 Summer Olympics
Stefany Hernandez,Venezuela,2012 Summer Olympics
Dzmitry Kaspiarovich,Belarus,2012 Summer Olympics
Nakyeong Han,South Korea,2012 Summer Olympics
Kaori Icho,Japan,2012 Summer Olympics
Pedro Mora,Venezuela,2012 Summer Olympics
Marek Niit,Estonia,2012 Summer Olympics
Dorcus Inzikuru,Uganda,2012 Summer Olympics
Ronald Bennett,Honduras,2012 Summer Olympics
Benjamin Enzema,Equatorial Guinea,2012 Summer Olympics
Glenn O'Shea,Australia,2012 Summer Olympics
Vid Hidvegi,Hungary,2012 Summer Olympics
Zsofia Erdelyi,Hungary,2012 Summer Olympics
Günther Weidlinger,Austria,2012 Summer Olympics
Ruben Oscar Voisard Rezola,Argentina,2012 Summer Olympics
Saad Baniyas,United Arab Emirates,2012 Summer Olympics
Yargelis Savigne,Cuba,2012 Summer Olympics
Dawoud Sulaiman,United Arab Emirates,2012 Summer Olympics
Eline Berings,Belgium,2012 Summer Olympics
Zhiben far field,Japan,2012 Summer Olympics
Jason Young,United States of America,2012 Summer Olympics
Arianna Errigo,Italy,2012 Summer Olympics
Brendan Sexton,Australia,2012 Summer Olympics
Moon Younghui,South Korea,2012 Summer Olympics
Sebastiaan Verschuren,Netherlands,2012 Summer Olympics
Daniela Piedade,Brazil,2012 Summer Olympics
Enrique Collazo,Puerto Rico,2012 Summer Olympics
Krisztina Tóth,Hungary,2008 Summer Olympics
Oscar Valdez,Mexico,2012 Summer Olympics
Helle Frederiksen,Denmark,2012 Summer Olympics
Naomi Kawasumi,Japan,2012 Summer Olympics
Guillaume Boivin,Canada,2012 Summer Olympics
Zhu Qianwei,China,2012 Summer Olympics
Francesco Dell'Uomo,Italy,2012 Summer Olympics
Tuvshinbayar Naidan,Mongolia,2012 Summer Olympics
Ryohei Kato,Japan,2012 Summer Olympics
Adam White,Australia,2012 Summer Olympics
Robert Archibald,United Kingdom,2012 Summer Olympics
Tariku Bekele,Ethiopia,2012 Summer Olympics
David Alegre,Spain,2012 Summer Olympics
Katrin Wagner,Germany,2012 Summer Olympics
Amer Hrustanovic,Austria,2012 Summer Olympics
Elise Rechichi,Australia,2012 Summer Olympics
Oskar Deecke,Germany,2012 Summer Olympics
Fu Yuanhui,China,2012 Summer Olympics
Pierpaolo Frattini,Italy,2012 Summer Olympics
,Angola,2012 Summer Olympics
Christopher Wesley,Germany,2012 Summer Olympics
Johan Sjöstrand,Sweden,2012 Summer Olympics
Jean Basson,South Africa,2012 Summer Olympics
Hamadou Djibo Issaka,Niger,2012 Summer Olympics
Johana Beatriz Fuenmayor Choles,Venezuela,2012 Summer Olympics
Yuuki Kobori,Japan,2012 Summer Olympics
Jung Sung-ryong,South Korea,2012 Summer Olympics
Simon Grotelüschen,Germany,2012 Summer Olympics
Leith Shankland,South Africa,2012 Summer Olympics
Dani Lins,Brazil,2012 Summer Olympics
Nikita Lobintsev,Russia,2012 Summer Olympics
Mohamed Smandi,Tunisia,2012 Summer Olympics
Massimo Giacoppo,Italy,2012 Summer Olympics
Elia Luini,Italy,2012 Summer Olympics
Muminjon Abdullaev,Uzbekistan,2012 Summer Olympics
Bartlomiej Bonk,Poland,2012 Summer Olympics
Anky van Grunsven,Netherlands,2008 Summer Olympics
Amit Ivry,Israel,2012 Summer Olympics
Ariel Zeevi,Israel,2012 Summer Olympics
Imri Ganiel,Israel,2012 Summer Olympics
Victoria Pendleton,United Kingdom,2012 Summer Olympics
Simon Burnett,United Kingdom,2012 Summer Olympics
Nazmi Avluca,Turkey,2008 Summer Olympics
Amy Oliver,United Kingdom,2012 Summer Olympics
,Czech Republic,2012 Summer Olympics
Dirk Van Tichelt,Belgium,2012 Summer Olympics
Denise Ramsden,Canada,2012 Summer Olympics
Roc Oliva,Spain,2012 Summer Olympics
Marry Ntsweng,South Africa,2012 Summer Olympics
Nader Manouchehri,Iran,2012 Summer Olympics
Blaise Yepmou Mendouo,Cameroon,2012 Summer Olympics
Felipe Reyes,Spain,2012 Summer Olympics
,Sweden,2012 Summer Olympics
Carla Suárez-Navarro,Spain,2012 Summer Olympics
Jason McCoombs,Canada,2012 Summer Olympics
Vincenzo Nibali,Italy,2012 Summer Olympics
Corine Franco,France,2012 Summer Olympics
Marie-Andrée Lessard,Canada,2012 Summer Olympics
Simon Kean,Canada,2012 Summer Olympics
Caio Bonfim,Brazil,2012 Summer Olympics
Reid Halpenny,Canada,2012 Summer Olympics
,Uruguay,2012 Summer Olympics
Giordan Harris,Marshall Islands,2012 Summer Olympics
Eszter Povazsay,Hungary,2012 Summer Olympics
Hamza Nagga,Tunisia,2012 Summer Olympics
Víctor Tomás,Spain,2012 Summer Olympics
Josh Binstock,Canada,2012 Summer Olympics
John Nunn,United States of America,2012 Summer Olympics
Ricarda Multerer,Germany,2012 Summer Olympics
Alade Aminu,Nigeria,2012 Summer Olympics
Simon Gerrans,Australia,2012 Summer Olympics
Lynne Beattie,United Kingdom,2012 Summer Olympics
Mark Knowles,Australia,2012 Summer Olympics
Yang Shi,China,2012 Summer Olympics
Wei Chen-yang,Taiwan,2012 Summer Olympics
Amy Pieters,Netherlands,2012 Summer Olympics
Emilio Andres Falla Buchely,Ecuador,2012 Summer Olympics
Daniel Borg,Canada,2012 Summer Olympics
Róbert Kasza,Hungary,2012 Summer Olympics
Jeremiah Bishop,United States of America,
Oleksiy Torokhtiy,Ukraine,2012 Summer Olympics
Ciaran McGovern,Canada,2012 Summer Olympics
Stefanos Dimitriadis,Greece,2012 Summer Olympics
Lin Qingfeng,China,2012 Summer Olympics
Farkhod Negmatov,Tajikistan,2012 Summer Olympics
Abdullah Waleed Sharbatly,Saudi Arabia,2012 Summer Olympics
Mohamed Ahmed,United Arab Emirates,2012 Summer Olympics
Darkhan Bayakhmetov,Kazakhstan,2012 Summer Olympics
Noemi Batki,Italy,2012 Summer Olympics
Katerina Elhotová,Czech Republic,2012 Summer Olympics
Fabian Leimlehner,Austria,2012 Summer Olympics
Silvia Navarro,Spain,2012 Summer Olympics
Koo Kien Keat,Malaysia,2012 Summer Olympics
Dmytro Mikhai,Ukraine,2012 Summer Olympics
Ian Haley,South Africa,2012 Summer Olympics
Glenn Snyders,New Zealand,2012 Summer Olympics
Kasper Søndergaard,Denmark,2012 Summer Olympics
Ángel David Rodríguez,Spain,2012 Summer Olympics
Park Chan-Yong,South Korea,2004 Summer Olympics
,Vietnam,2012 Summer Olympics
Heather Bown,United States of America,2012 Summer Olympics
Duke Micah,Ghana,2012 Summer Olympics
Derek Burnett,Ireland,2012 Summer Olympics
Kamilla Rytter Juhl,Denmark,2012 Summer Olympics
Marc Waldie,United States of America,1984 Summer Olympics
Andy Najar,Honduras,2012 Summer Olympics
Jaromír Musil,Czech Republic,2012 Summer Olympics
Sushil Kumar,India,2012 Summer Olympics
Robert White,United Kingdom,2012 Summer Olympics
Christopher Mohr,United Kingdom,2012 Summer Olympics
Sergii Rysenko,Ukraine,2012 Summer Olympics
Leonid Bazan,Bulgaria,2012 Summer Olympics
Kim Youngran,South Korea,2012 Summer Olympics
Pavel Savitsky,Belarus,2012 Summer Olympics
Shiho Otsuka,Japan,2012 Summer Olympics
Marcelo Aguirre Benitez,Paraguay,2012 Summer Olympics
Lucija Polavder,Slovenia,2008 Summer Olympics
Diego Fernando Salazar,Colombia,2008 Summer Olympics
Yu Yang,China,2008 Summer Olympics
Stefan Nimke,Germany,2004 Summer Olympics
Etienne De Wilde,,2000 Summer Olympics
Anton Tkác,,1980 Summer Olympics
Benjamin Jones,United Kingdom,1908 Summer Olympics
Lance Armstrong,,1996 Summer Olympics
Richard Trinkler,,1976 Summer Olympics
John Baldwin,United States of America,2006 Winter Olympics
Silvio Martinello,,1984 Summer Olympics
Andrei Kivilev,Kazakhstan,2000 Summer Olympics
Oswald Haselrieder,Italy,2006 Winter Olympics
Nicole Herschmann,Germany,2002 Winter Olympics
Maik Landsmann,,1988 Summer Olympics
Michael Rich,Germany,2004 Summer Olympics
Karen Putzer,Italy,2002 Winter Olympics
Ana Drev,Slovenia,2006 Winter Olympics
Andreas Klöden,Germany,2004 Summer Olympics
Matthew Gilmore,,2004 Summer Olympics
Arthur Mannsbarth,,1952 Summer Olympics
Roger Ilegems,,1984 Summer Olympics
Pierre Trentin,,1972 Summer Olympics
Mihails Arhipovs,Latvia,2006 Winter Olympics
Vincent Kortbeek,Netherlands,2006 Winter Olympics
Gene Samuel,,1992 Summer Olympics
Claudia Pechstein,Germany,1992 Winter Olympics
Marcelo Delgado,Argentina,1996 Summer Olympics
Chris Witty,United States of America,1998 Winter Olympics
Gabriel Fernández,Argentina,2004 Summer Olympics
Stefan Pfeiffer,West Germany,1984 Summer Olympics
Andy Schleck,Luxembourg,
Melanie Schlanger,Australia,2008 Summer Olympics
Adam Vella,Australia,2012 Summer Olympics
Hanka Kupfernagel,Germany,2000 Summer Olympics
Chris Colwill,United States of America,2008 Summer Olympics
Tan Liangde,China,1984 Summer Olympics
Caroline Lind,United States of America,2008 Summer Olympics
Robert Newbery,Australia,2000 Summer Olympics
Erin McLean,Canada,2008 Summer Olympics
Victoria Galindo,United States of America,2008 Summer Olympics
Colby Rasmus,United States of America,2008 Summer Olympics
Erik Vendt,United States of America,2008 Summer Olympics
Ryder Hesjedal,Canada,2008 Summer Olympics
Ian Dobson,United States of America,2008 Summer Olympics
Gabbar (Sukhwinder) Singh,Canada,2008 Summer Olympics
Kristi Harrower,Australia,2012 Summer Olympics
Janice Murphy,Australia,
Dara Torres,United States of America,2008 Summer Olympics
Jack Metcalfe,Australia,
Matthew Spiranovic,Australia,2008 Summer Olympics
Polona Dornik,Yugoslavia,1988 Summer Olympics
Choi Min-Ho,South Korea,2004 Summer Olympics
Patricia Tarabini,Argentina,2004 Summer Olympics
Ryan Kesler,United States of America,2010 Winter Olympics
Dan Joye,United States of America,2010 Winter Olympics
Oli Beckingsale,United Kingdom,2008 Summer Olympics
Ryan Whitney,United States of America,2010 Winter Olympics
Mitja Dragsic,Slovenia,2010 Winter Olympics
Alexander Semin,Russia,2010 Winter Olympics
Ville Nieminen,Finland,2006 Winter Olympics
Karine Laurent Philippot,France,2010 Winter Olympics
Caroline Calve,Canada,2010 Winter Olympics
Johan Remen Evensen,Norway,2010 Winter Olympics
Petter Northug,Norway,2010 Winter Olympics
Michelle Roark,United States of America,2010 Winter Olympics
Ben Mates,Australia,2010 Winter Olympics
Tony Benshoof,United States of America,2010 Winter Olympics
Sun Longjiang,China,2010 Winter Olympics
Katherina Smutna,Austria,2010 Winter Olympics
Minnamari Tuominen,Finland,2010 Winter Olympics
Cheng Fei,China,2008 Summer Olympics
Jenny Fransson,Sweden,2008 Summer Olympics
Florian Kehrmann,Germany,2008 Summer Olympics
Julia Greville,Australia,
Megan Jendrick,United States of America,2008 Summer Olympics
Therese Alshammar,Sweden,2008 Summer Olympics
Sarah Haskins Kortuem,United States of America,2008 Summer Olympics
Michelle Chandler,Australia,
Erika Leal-Ramirez,Australia,2008 Summer Olympics
Joy Fawcett,United States of America,2004 Summer Olympics
Keeth Smart,United States of America,2008 Summer Olympics
Laura Wilkinson,United States of America,2008 Summer Olympics
Natalie Golda,United States of America,2008 Summer Olympics
Johanna Ahlm,Sweden,2008 Summer Olympics
Mike Johnson,Canada,2008 Summer Olympics
Elizabeth Smylie,Australia,
Ian Millar,Canada,1988 Summer Olympics
Adrienne Power,Canada,2008 Summer Olympics
Jarome Iginla,Canada,2010 Winter Olympics
Tim Hardaway,United States of America,2000 Summer Olympics
Ryan Getzlaf,Canada,2010 Winter Olympics
Charles E. Smith,United States of America,1988 Summer Olympics
Johann Olav Koss,Norway,1994 Winter Olympics
Kim Vandenberg,United States of America,
Svetlana Boyko,Russia,2008 Summer Olympics
Khasan Baroev,Russia,2004 Summer Olympics
Olaf Tufte,Norway,2008 Summer Olympics
Rumyana Neykova,Bulgaria,2008 Summer Olympics
Kirsten van der Kolk,Netherlands,2008 Summer Olympics
Ilmars Bricis,Latvia,1998 Winter Olympics
Laima Zilporyte,,1992 Summer Olympics
Gregor Stähli,Switzerland,2002 Winter Olympics
Kristoffer Berntsson,Sweden,2006 Winter Olympics
Viktor Kapitonov,,1956 Summer Olympics
Isakas Anolikas,,1924 Summer Olympics
Brendon Cameron,,2000 Summer Olympics
Mihaela Purdea,Romania,2006 Winter Olympics
Sergei Dolidovich,Belarus,2006 Winter Olympics
Debbie McCormick,United States of America,2002 Winter Olympics
Ivan Bátory,Slovakia,2002 Winter Olympics
Riitta-Liisa Lassila,Canada,2006 Winter Olympics
Mark Whitby,United Kingdom,1968 Summer Olympics
Lee Johnston,United Kingdom,2006 Winter Olympics
Aleksey Seliverstov,Russia,1998 Winter Olympics
Phil Edwards,,1972 Summer Olympics
Víctor Hugo Peña,,2004 Summer Olympics
André Noyelle,Belgium,1952 Summer Olympics
Robert Williams,United States of America,1904 Summer Olympics
John Miller,,1912 Summer Olympics
Ferdinando Teruzzi,,1948 Summer Olympics
Chiara Costazza,Italy,2006 Winter Olympics
André Lange,Germany,2006 Winter Olympics
Thomas Lance,,1920 Summer Olympics
René Bittinger,,1976 Summer Olympics
Jozef Regec,,1988 Summer Olympics
Kati Wilhelm,Germany,2002 Winter Olympics
Charles Holland,England,1936 Summer Olympics
Ross Edgar,United Kingdom,2004 Summer Olympics
Frans de Vreng,,1920 Summer Olympics
Nathan Leeper,United States of America,2000 Summer Olympics
Knut Knudsen,,1972 Summer Olympics
Philip Boit,Kenya,1998 Winter Olympics
Vyacheslav Derkach,Ukraine,1998 Winter Olympics
Jean-Pierre Monseré,Belgium,1968 Summer Olympics
